    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
  240     12.4746      0.0000      6.9048      0.0322      25      1.8755
  241     12.6431      0.0000      8.1132      0.1515      25      1.8995
  242     13.4860      6.4059      4.6608      0.0312      17      1.8863
  243     13.4860      9.7774      4.6608      0.0312      17      1.8863
  244     13.4860      2.6972      3.7977      0.0797      16      0.0168
  245     13.4860      2.6972     11.5656      0.0746      34      0.0686
  246     13.4860      8.0916      3.7977      0.0798      17      0.0168
  247     13.4860      8.0916     11.7382      0.0738      35      0.0244
  248     13.4860     13.4860      3.7977      0.0797      18      0.0168
  249     13.4860     13.4860     11.5656      0.0746      36      0.0686
  250     14.4975      0.0000      6.9048      0.0457      19      1.8679
  251     14.3289      5.3944      0.3452      0.6847       2      1.8862
  252     14.3289      5.3944      7.7679      0.8064      20      1.8550
  253     14.3289     10.7888      7.7679      0.8064      21      1.8550
  254     14.3289     10.7888      0.3452      0.6847       3      1.8862
  255     15.1717      2.6972      4.6608      0.2617      16      1.8863
  256     15.1717      8.0916      2.9346      0.3016      17      1.9015
  257     15.1717     13.4860      4.6608      0.2617      18      1.8863
  -------------------------------------------------------------------------
